10.055538,E,idle
10.055547,E,slurping,1
10.055562,G,idle
10.055571,G,sulking
10.055588,F,idle
10.055597,F,slurping,2
10.055613,B,idle
10.055621,B,sulking
10.055636,K,idle
10.055644,K,sulking
11.038304,C,swallowing
11.055680,J,swallowing
11.055708,H,swallowing
11.055724,A,swallowing
11.055741,E,swallowing
11.055824,F,swallowing
11.055852,D,swallowing
11.055864,I,swallowing
12.038477,C,idle
12.038489,C,slurping,2
12.056760,H,idle
12.056776,H,slurping,2
12.056802,A,idle
12.056812,A,slurping,1
12.056829,J,idle
12.056838,J,slurping,0
12.056855,E,idle
12.056863,E,slurping,3
12.056879,F,idle
12.056888,F,slurping,2
12.056904,D,idle
12.056913,D,slurping,3
12.056929,I,idle
12.056937,I,slurping,1
13.039000,C,swallowing
13.058047,A,swallowing
13.058118,J,swallowing
13.058136,E,swallowing
13.058152,H,swallowing
13.058167,F,swallowing
13.058183,D,swallowing
13.058199,I,swallowing
14.039925,C,idle
14.039941,C,slurping,3
14.056312,G,idle
14.056329,G,slurping,0
14.056355,B,idle
14.056363,B,sulking
14.056381,K,idle
14.056390,K,slurping,3
14.058669,J,idle
14.058684,J,slurping,0
14.058710,E,idle
14.058719,E,slurping,3
14.058951,H,idle
14.059179,H,slurping,0
14.058965,A,idle
14.059193,A,sulking
14.058973,F,idle
14.059207,F,sulking
14.058981,D,idle
14.059221,D,slurping,1
14.058988,I,idle
14.059233,I,sulking
15.041395,C,swallowing
15.057091,G,swallowing
15.057119,K,swallowing
15.059301,J,swallowing
15.059323,E,swallowing
15.059335,H,swallowing
15.059347,D,swallowing
16.042871,C,idle
16.042888,C,slurping,0
16.057661,G,idle
16.057677,G,slurping,1
16.057703,K,idle
16.057712,K,slurping,1
16.059865,J,idle
16.059881,J,slurping,0
16.059907,E,idle
16.059917,E,slurping,1
16.059934,H,idle
16.059942,H,slurping,3
16.059958,D,idle
16.059967,D,sulking
17.044364,C,swallowing
17.058130,G,swallowing
17.058159,K,swallowing
17.060112,E,swallowing
17.060136,H,swallowing
17.060153,J,swallowing
18.045800,C,idle
18.045815,C,slurping,1
18.057068,B,idle
18.057084,B,slurping,0
18.058452,G,idle
18.058466,G,slurping,3
18.058489,K,idle
18.058498,K,slurping,3
18.059505,A,idle
18.059519,A,slurping,1
18.059542,F,idle
18.059551,F,sulking
18.059567,I,idle
18.059575,I,sulking
18.060418,H,idle
18.060431,H,slurping,3
18.060455,E,idle
18.060463,E,sulking
18.060480,J,idle
18.060488,J,sulking
19.046377,C,swallowing
19.057716,B,swallowing
19.058811,G,swallowing
19.058839,K,swallowing
19.059812,A,swallowing
19.060743,H,swallowing
20.047837,C,idle
20.047850,C,sulking
20.059437,G,idle
20.059449,G,sulking
20.059473,B,idle
20.059481,B,sulking
20.059497,K,idle
20.059505,K,sulking
20.059964,A,idle
20.059976,A,slurping,3
20.060100,D,idle
20.060109,D,sulking
20.061171,H,idle
20.061184,H,sulking
21.061450,A,swallowing
22.060840,E,idle
22.060853,E,sulking
22.060878,J,idle
22.060886,J,sulking
22.060902,F,idle
22.060910,F,sulking
22.060926,I,idle
22.060934,I,sulking
22.061757,A,idle
22.061768,A,sulking
24.048715,C,idle
24.048728,C,sulking
24.061034,G,idle
24.061048,G,sulking
24.061071,B,idle
24.061080,B,sulking
24.061096,D,idle
24.061104,D,sulking
24.061120,K,idle
24.061131,K,slurping,3
24.061310,H,idle
24.061319,H,sulking
25.062614,K,swallowing
26.062304,J,idle
26.062559,E,idle
26.062682,A,idle
26.062838,F,idle
26.063001,I,idle
26.063122,K,idle
28.050221,C,idle
28.061911,H,idle
28.062008,G,idle
28.062053,B,idle
28.062171,D,idle
