13.056137,J,swallowing
13.056154,F,swallowing
13.056170,D,swallowing
13.056187,I,swallowing
13.056204,E,swallowing
14.056787,K,idle
14.056802,K,slurping,3
14.056829,A,idle
14.056838,A,slurping,0
14.056855,C,idle
14.056863,C,sulking
14.056880,J,idle
14.056889,J,slurping,3
14.056906,F,idle
14.056915,F,slurping,0
14.056931,G,idle
14.056940,G,slurping,3
14.057108,D,idle
14.058441,D,slurping,0
14.057123,I,idle
14.058458,I,sulking
14.057135,E,idle
14.058472,E,sulking
14.057148,H,idle
14.058487,H,slurping,1
14.057159,B,idle
14.058500,B,sulking
15.057744,A,swallowing
15.057790,K,swallowing
15.057819,J,swallowing
15.057910,F,swallowing
15.058819,G,swallowing
15.058849,D,swallowing
15.058867,H,swallowing
16.059066,K,idle
16.059082,K,slurping,0
16.059109,A,idle
16.059118,A,slurping,1
16.059135,J,idle
16.059144,J,slurping,1
16.059160,F,idle
16.059168,F,slurping,0
16.059185,G,idle
16.059193,G,slurping,1
16.059209,D,idle
16.059218,D,slurping,3
16.059234,H,idle
16.059243,H,sulking
17.060221,A,swallowing
17.060234,K,swallowing
17.060241,J,swallowing
17.060248,F,swallowing
17.060254,G,swallowing
17.060262,D,swallowing
18.058039,C,idle
18.058046,C,slurping,1
18.058702,I,idle
18.058707,I,slurping,0
18.058715,E,idle
18.058719,E,slurping,3
18.058726,B,idle
18.058729,B,slurping,3
18.060643,A,idle
18.060648,A,slurping,1
18.060657,K,idle
18.060660,K,sulking
18.060667,J,idle
18.060670,J,sulking
18.060677,F,idle
18.060680,F,slurping,3
18.060687,G,idle
18.060689,G,sulking
18.060696,D,idle
18.060699,D,sulking
19.058603,C,swallowing
19.058830,E,swallowing
19.058851,I,swallowing
19.058868,B,swallowing
19.061471,A,swallowing
19.061502,F,swallowing
20.059535,C,idle
20.059547,C,sulking
20.059574,I,idle
20.059582,I,sulking
20.059599,E,idle
20.059607,E,sulking
20.059623,H,idle
20.059631,H,sulking
20.059647,B,idle
20.059657,B,slurping,3
20.062077,A,idle
20.062086,A,sulking
20.062106,F,idle
20.062112,F,sulking
21.060964,B,swallowing
22.062218,K,idle
22.062231,K,sulking
22.062258,J,idle
22.062266,J,sulking
22.062283,G,idle
22.062291,G,sulking
22.062308,D,idle
22.062316,D,sulking
22.062332,B,idle
22.062340,B,sulking
24.060906,C,idle
24.060919,C,sulking
24.060944,I,idle
24.060952,I,sulking
24.060969,E,idle
24.060977,E,sulking
24.060993,H,idle
24.061001,H,sulking
24.062574,A,idle
24.062590,A,slurping,3
24.062617,F,idle
24.062625,F,sulking
25.063894,A,swallowing
26.063229,K,idle
26.063514,J,idle
26.063589,G,idle
26.063648,D,idle
26.063691,B,idle
26.064046,A,idle
28.062386,C,idle
28.062508,E,idle
28.062595,I,idle
28.062653,H,idle
28.062743,F,idle
